month,year,time,route_id,weekdays_in_month,year_cent,gtfs,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,workers_16_over,median_earnings,emp_pop_ratio,log_upt,log_upt_avg,log_vrm,log_gas_price,log_perc_car,log_perc_taxicab,log_perc_wfh,log_perc_female,log_below_fpl,log_fpl_100_150,log_perc_renter_occupied,log_population,log_labor_part_rate,log_unemp_rate,log_perc_hshlds_noveh
3,2024,39,52,21,3,F23_S24,0,1,0,0,0,0,0,0,0,0,0,2126.006966413466,48697.66900433654,69.92005376701285,10.941889716805212,7.897367279081789,10.537046870533985,1.2220091668120345,4.348931804302631,0.43173692955319165,2.6985643452141135,3.767912988492261,2.1304455434057545,2.108496340419603,4.089381570336183,8.251969903740463,4.283373015448672,1.288266543954911,2.2068404049261567
3,2024,39,55,21,3,F23_S24,0,1,0,0,0,0,0,0,0,0,0,1986.0805880187424,41103.45832114431,61.946696618705346,11.456365695436427,8.411843257713004,10.927312176573448,1.2220091668120345,4.193422220949979,0.12338112871339353,2.6013229741302037,3.7135406157570805,2.0352725263111813,1.7843570831132254,4.146532690225921,8.185165620568839,4.1749589539950875,1.5012388279788482,2.660863808874871
3,2024,39,56,21,3,F23_S24,0,1,0,0,0,0,0,0,0,0,0,2462.5662344413267,51420.751930356084,68.89702239591468,11.209980843452463,8.16545840572904,10.781350296966933,1.2220091668120345,4.300321772664053,0.5107062316570686,2.875855008679248,3.909009067076038,1.9380766304882198,1.7518966188741927,4.032258840924808,8.383613507900652,4.282642679593516,1.5154213329062458,2.2794864084142983
3,2024,39,75,21,3,F23_S24,0,1,0,0,0,0,0,0,0,0,0,1598.85730146471,38696.37599306679,62.39463665618537,7.650168700845001,4.605646263121577,8.54145839560748,1.2220091668120345,4.1359529928780825,0.7087306870533727,2.9762459006600426,3.9143421217164387,2.551322499910194,2.0216951256019446,4.242336210680667,8.00010293273044,4.20976591929946,2.031990999880103,3.094484119143521
3,2024,39,76,21,3,F23_S24,0,1,0,0,0,0,0,0,0,0,0,2031.5332484567364,39283.496760033624,62.429356785459824,8.669742589876522,5.625220152153099,8.730722675334386,1.2220091668120345,4.456176636784074,-0.6529989624269544,2.308275818066821,3.709626093394373,2.1059184968160873,2.1580336355923526,3.9185152529460905,8.349254501431782,4.190163503429771,1.7514508119155499,2.436215528835915
3,2024,39,77,21,3,F23_S24,0,1,0,0,0,0,0,0,0,0,0,1731.5480365668163,40501.67274693778,59.72272099804626,8.683893367307235,5.639370929583812,9.369638068870499,1.2220091668120345,4.223339096074653,0.6810611614608182,2.75188325455635,3.817334499706699,2.0567693856959313,1.8632810014824834,4.051502039526479,8.140062806691867,4.152498303344032,1.7502392962161206,2.5678254278263637
3,2024,39,79,21,3,F23_S24,0,1,0,0,0,0,0,0,0,0,0,2298.3792538158714,39124.710403364246,62.59282191542143,8.486527777105353,5.44200533938193,9.088037135588044,1.2220091668120345,4.441063533702249,-0.5948648290922008,2.2906355577125104,3.7974519234942723,2.3883511270940483,2.4760745221656952,3.673731376447771,8.477912318403552,4.206393594959542,1.9329898185541234,2.22892054238633
4,2024,40,3,22,3,S24_F24,0,0,1,0,0,0,0,0,0,0,0,2401.96677037357,69165.23537528559,68.22181420116999,10.706161557623316,7.615119104265,10.520277579583105,1.2581768583394481,4.2556457931915235,0.34926577974168854,3.0631624000221875,3.9117930501039795,1.5861868795127376,1.315560085563296,3.9044527256041484,8.323192375529526,4.252675706503565,1.0557268983070496,1.6334047219482193
4,2024,40,4,22,3,S24_F24,0,0,1,0,0,0,0,0,0,0,0,2581.253058685695,64853.173254029054,75.9899965778381,9.696955267027116,6.605912813668799,9.490069906656608,1.2581768583394481,4.140775221637678,0.36078382729846037,3.406072566842687,3.85353838368874,1.449676236225736,1.1204169569833198,3.6988602977485256,8.331814221119135,4.377795659905058,1.5593420854447373,1.9637741201751948
4,2024,40,6,22,3,S24_F24,0,0,1,0,0,0,0,0,0,0,0,2497.556776330562,49604.41952284638,71.83213158168951,9.626349693960018,6.5353072406017025,9.924297515436649,1.2581768583394481,4.319123331781014,0.4727474124007659,2.9139363611928184,3.9016379746101495,1.5746533928583857,1.6045883239828593,3.9952072044084868,8.307524786964738,4.293107850888346,0.7153468355402337,1.9559006109691304
